91|88
92|39
92|57
32|64
32|59
32|77
79|66
79|42
79|89
79|37
74|32
74|92
74|83
74|66
74|41
39|91
39|81
39|11
39|71
39|72
39|78
89|92
89|35
89|44
89|19
89|57
89|42
89|17
78|96
78|64
78|44
78|47
78|38
78|83
78|63
78|43
28|94
28|39
28|89
28|19
28|92
28|41
28|35
28|66
28|37
61|81
61|96
61|44
61|71
61|19
61|63
61|57
61|59
61|91
61|77
33|37
33|93
33|27
33|79
33|29
33|41
33|34
33|97
33|28
33|26
33|61
67|78
67|72
67|41
67|37
67|17
67|97
67|57
67|39
67|42
67|19
67|92
67|96
77|27
77|29
77|88
77|81
77|11
77|38
77|57
77|64
77|63
77|47
77|95
77|34
77|28
98|81
98|44
98|94
98|54
98|72
98|47
98|61
98|71
98|57
98|53
98|17
98|11
98|93
98|96
97|96
97|19
97|94
97|17
97|44
97|64
97|77
97|39
97|55
97|37
97|72
97|61
97|98
97|92
97|71
42|39
42|96
42|64
42|98
42|32
42|57
42|35
42|26
42|44
42|11
42|19
42|93
42|37
42|63
42|94
42|53
19|74
19|34
19|79
19|64
19|18
19|43
19|11
19|63
19|91
19|47
19|83
19|88
19|59
19|38
19|81
19|96
19|95
55|44
55|71
55|72
55|39
55|96
55|98
55|93
55|63
55|32
55|61
55|94
55|54
55|35
55|26
55|57
55|17
55|78
55|81
64|38
64|43
64|81
64|67
64|63
64|83
64|27
64|29
64|56
64|53
64|95
64|33
64|59
64|28
64|79
64|66
64|47
64|88
64|11
43|26
43|89
43|34
43|66
43|97
43|56
43|83
43|18
43|32
43|42
43|88
43|28
43|27
43|41
43|92
43|79
43|37
43|67
43|55
43|95
44|74
44|64
44|28
44|63
44|53
44|57
44|95
44|59
44|29
44|43
44|77
44|54
44|83
44|81
44|18
44|33
44|79
44|11
44|56
44|88
44|47
59|89
59|97
59|34
59|27
59|37
59|28
59|74
59|88
59|42
59|83
59|55
59|29
59|67
59|43
59|56
59|33
59|41
59|92
59|66
59|26
59|18
59|98
83|37
83|29
83|55
83|35
83|97
83|56
83|88
83|33
83|92
83|28
83|66
83|79
83|42
83|89
83|41
83|61
83|67
83|32
83|17
83|39
83|98
83|26
83|27
37|47
37|63
37|93
37|64
37|98
37|81
37|11
37|57
37|26
37|96
37|32
37|54
37|35
37|77
37|71
37|19
37|53
37|44
37|94
37|72
37|78
37|17
